date,open,high,low,close,volume
2000-06-16,2.4820,2.8705,2.4801,2.8667,98784000
2000-06-19,2.8590,3.2781,2.7863,3.0447,105216000
2000-06-20,3.0982,3.1346,2.9662,3.0045,61027200
2000-06-21,2.9585,3.3681,2.9585,3.3087,61488000
2000-06-22,3.2953,3.3642,3.0982,3.1289,61435200
2000-06-23,3.0447,3.0829,2.8322,2.8342,60739200
2000-06-26,2.8896,3.1939,2.8437,3.1748,61828800
2000-06-27,3.1480,3.2008,2.6432,2.7270,30230400
2000-06-28,2.7844,2.8896,2.5452,2.6217,58660800
2000-06-29,2.5762,2.5762,2.2007,2.2440,118488000
2000-06-30,2.3492,2.4736,2.2344,2.4327,120919200
2000-07-03,2.4495,2.5260,2.3155,2.3397,23268000
2000-07-05,2.3301,2.3347,2.0189,2.0882,77793600
2000-07-06,2.0909,2.2918,2.0404,2.2153,60393600
2000-07-07,2.2964,2.3347,2.1816,2.2271,34656000
2000-07-10,2.1889,2.3971,2.1674,2.3420,35126400
2000-07-11,2.3110,2.6504,2.2845,2.5310,75530400
2000-07-12,2.6363,2.7343,2.5525,2.6026,38815200
2000-07-13,2.6577,2.8609,2.6527,2.8468,45873600
2000-07-14,2.9042,2.9589,2.7557,2.8250,28020000
2000-07-17,2.8682,2.8705,2.7844,2.7940,10555200
2000-07-18,2.6409,2.8705,2.6409,2.7388,18367200
2000-07-19,2.6409,2.6600,2.5092,2.5643,18950400
2000-07-20,2.5620,2.6983,2.5548,2.6336,14299200
2000-07-21,2.6409,2.7174,2.6026,2.6673,25192800
2000-07-24,2.6696,2.6887,2.3347,2.3825,28111200
2000-07-25,2.4782,2.4973,2.3443,2.3492,33530400
2000-07-26,2.3492,2.3492,2.1100,2.1743,38006400
2000-07-27,2.1050,2.1337,1.9902,2.0189,33156000
2000-07-28,2.0285,2.2176,1.9137,2.0668,51266400
2000-07-31,2.1816,2.3014,2.0668,2.2964,37123200
2000-08-01,2.2964,2.3155,2.2344,2.2509,35061600
2000-08-02,2.2199,2.3335,2.1839,2.2964,34543200
2000-08-03,2.0668,2.4495,2.0668,2.3971,36866400
2000-08-04,2.4545,2.4878,2.4017,2.4399,19478400
2000-08-07,2.4568,2.6527,2.4472,2.6313,24693600
2000-08-08,2.5739,2.7174,2.5643,2.5739,12811200
2000-08-09,2.6076,2.6240,2.4614,2.4973,13624800
